08/08/2020 20:19:12,Push ups,20
08/08/2020 20:38:32,Push ups,0
08/08/2020 20:51:32,Push ups,20
08/08/2020 21:02:54,Push ups,20
08/08/2020 21:16:21,Push ups,20
08/08/2020 21:17:16,Push ups,20
08/08/2020 21:18:42,Push ups,20
08/08/2020 21:20:47,Push ups,20
08/08/2020 21:21:00,Push ups,20
08/08/2020 21:21:40,Push ups,0
